TDB=[
{7,8,12,14,17,21,25,27,29,33,35,39,41,43,46,48},
{5,8,12,14,18,20,25,27,29,33,35,39,41,43,46,48},
{4,8,12,14,17,20,25,27,29,33,34,39,41,43,46,48},
{4,8,12,14,17,20,25,27,29,33,34,39,41,43,46,48},
{7,8,12,14,18,20,25,27,29,33,35,39,41,43,46,48},
{6,8,12,14,19,20,25,27,29,33,34,39,41,43,46,48},
{6,8,12,14,18,20,25,27,29,33,35,39,41,43,46,48},
{5,8,12,14,17,20,25,27,29,33,35,39,41,43,46,48},
{7,8,12,14,19,20,25,27,29,33,35,39,41,43,46,48},
{5,8,12,14,18,20,25,27,29,33,35,39,41,43,46,48},
{7,8,10,15,17,23,25,27,29,30,37,38,41,45,47,48},
{5,8,10,14,17,23,25,27,29,30,37,38,41,45,47,48},
{4,8,10,14,17,22,25,27,29,30,37,38,41,45,47,48},
{7,8,10,14,19,23,25,27,29,30,37,38,41,45,47,48},
{7,8,10,15,17,23,25,27,29,30,37,38,41,45,47,48},
{6,8,10,15,19,23,25,27,29,30,37,38,41,45,47,48},
{7,8,10,15,16,22,25,27,29,30,37,38,41,45,47,48},
{5,8,10,14,18,22,25,27,29,30,37,38,41,45,47,48},
{4,8,10,15,18,22,25,27,29,30,37,38,41,45,47,48},
{6,8,10,15,18,22,25,27,29,30,37,38,41,45,47,48},
{2,9,12,13,18,21,25,26,29,31,35,39,42,43,46,48},
{2,9,12,13,17,21,25,26,29,31,35,39,41,43,46,48},
{4,8,12,13,19,21,25,26,29,31,35,39,42,43,46,48},
{1,9,12,13,16,21,25,26,29,31,35,39,41,43,46,48},
{1,9,12,13,17,21,25,26,29,31,35,39,41,43,46,48},
{2,9,12,13,19,21,25,26,29,31,35,39,41,43,46,48},
{2,9,12,13,16,21,25,26,29,31,35,39,41,43,46,48},
{3,9,12,13,18,21,25,26,29,31,35,39,41,43,46,48},
{2,9,12,13,17,21,25,26,29,31,35,39,41,43,46,48},
{3,9,12,13,17,21,25,26,29,31,35,39,41,43,46,48},
{1,9,12,14,17,21,25,27,29,31,36,39,41,43,46,48},
{2,9,12,14,19,21,25,27,29,32,36,38,41,43,46,49},
{3,9,12,15,18,21,25,27,29,33,36,38,41,43,46,49},
{2,9,12,13,18,21,25,27,29,32,36,38,41,43,46,48},
{3,9,12,15,18,21,25,27,29,32,36,38,41,43,46,49},
{4,9,12,14,18,21,25,27,29,33,36,38,41,43,46,49},
{1,9,11,14,17,21,25,27,29,31,36,38,41,43,46,48},
{4,9,12,13,18,21,25,27,29,32,36,38,41,43,46,48},
{3,9,11,14,16,21,25,27,29,32,36,38,41,43,46,49},
{3,9,12,13,17,21,25,27,29,31,36,38,41,43,46,48},
{3,9,12,14,17,21,25,27,29,32,36,38,41,43,46,49},
{2,9,12,14,17,21,25,27,29,31,36,38,41,43,46,49},
{1,9,12,14,19,21,25,27,29,31,36,38,41,43,46,48},
{1,9,11,14,18,21,25,27,29,32,36,39,41,43,46,48},
{4,9,12,13,17,21,25,27,29,32,36,38,41,43,46,48},
{3,9,12,15,19,21,25,27,29,33,36,38,41,43,46,49},
{1,9,12,14,18,21,25,27,29,31,36,38,41,43,46,48},
{3,9,11,15,18,21,25,27,29,32,36,38,41,43,46,49},
{3,9,12,14,17,21,25,27,29,31,36,39,41,43,46,48},
{1,9,12,14,19,21,25,27,29,31,36,38,41,43,46,48},
{2,9,12,14,16,21,25,27,29,32,36,38,41,43,46,48},
{2,9,12,14,16,21,25,27,29,31,36,38,41,43,46,49},
{4,9,12,14,17,21,25,27,29,33,36,38,41,43,46,49},
{3,9,12,14,17,21,25,27,29,33,36,38,41,43,46,49},
{4,9,12,15,18,21,25,27,29,32,36,38,41,43,46,49},
{2,9,12,14,19,21,25,27,29,31,36,39,41,43,46,48},
{4,9,11,14,19,21,25,27,29,32,36,38,41,43,46,49},
{3,9,12,15,17,21,25,27,29,32,36,38,41,43,46,49},
{4,9,11,15,18,21,25,27,29,32,36,38,41,43,46,49},
{2,9,12,15,17,21,25,27,29,31,36,38,41,43,46,49},
{3,9,12,15,19,21,25,27,29,32,36,38,41,43,46,49},
{4,9,11,14,16,21,25,27,29,33,36,38,41,43,46,49},
{3,9,12,13,17,21,25,27,29,31,36,38,41,43,46,48},
{4,9,11,14,17,21,25,27,29,33,36,38,41,43,46,49},
{3,9,12,15,17,21,25,27,29,31,36,38,41,43,46,49},
{2,9,12,13,16,21,25,27,29,32,36,38,41,43,46,48},
{4,9,12,14,18,21,25,27,29,32,36,38,41,43,46,49},
{4,9,12,14,19,21,25,27,29,33,36,38,41,43,46,49},
{4,9,11,13,18,21,25,27,29,32,36,38,41,43,46,48},
{4,9,12,15,18,21,25,27,29,33,36,38,41,43,46,49},
{5,8,10,14,17,23,24,27,29,30,34,38,41,44,46,48},
{5,8,10,14,17,23,24,27,29,30,34,38,41,44,46,48},
{4,9,10,13,19,20,25,26,29,30,37,38,41,44,46,48},
{6,8,10,15,17,23,24,27,29,30,34,38,41,44,46,48},
{6,8,10,15,18,23,24,27,29,30,34,38,41,44,46,48},
{5,8,10,14,19,22,24,27,29,30,34,38,41,44,46,48},
{6,8,10,14,19,23,25,27,29,30,37,38,41,44,46,48},
{7,8,11,14,18,20,25,26,29,30,37,38,41,44,46,48},
{6,9,10,13,19,22,25,27,29,30,37,38,41,44,46,48},
{6,9,10,14,17,23,25,27,29,30,37,38,41,44,46,48},
{5,8,11,13,18,23,25,26,29,30,37,38,41,44,46,48},
{5,9,10,13,19,22,25,27,29,30,37,38,41,44,46,48},
{5,8,10,14,18,20,24,27,29,30,34,38,41,44,46,48},
{4,9,10,13,18,20,25,27,29,30,37,38,41,44,46,48},
{6,8,10,14,19,22,24,27,29,30,34,38,41,44,46,48},
{5,8,10,14,19,23,24,27,29,30,34,38,41,44,46,48},
{5,8,10,14,19,22,24,27,29,30,34,38,41,44,46,48},
