TDB=[
{3,5,7,9,11,13,15,16,19,21,23,25,27,29,31},
{3,4,7,9,11,13,15,16,19,21,23,24,27,28,31},
{2,5,7,9,11,12,15,17,19,20,23,25,26,29,31},
{2,5,7,9,11,13,14,17,19,21,23,25,27,29,31},
{2,5,7,9,11,12,14,17,19,21,23,25,27,29,31},
{2,4,7,9,11,13,15,16,19,21,23,25,27,29,31},
{2,4,6,9,11,13,15,17,19,21,23,25,27,29,31},
{2,5,6,9,11,13,15,17,18,21,23,25,27,28,31},
{2,4,7,9,11,13,15,17,19,21,22,24,27,29,31},
{2,5,7,9,11,13,14,16,19,21,23,25,27,29,31},
{3,5,7,9,11,13,14,16,19,21,23,24,27,29,31},
{2,4,7,9,11,12,15,17,19,21,22,25,27,29,31},
{3,5,6,9,10,13,15,17,19,21,23,25,27,29,31},
{3,5,7,8,11,13,14,17,19,21,23,25,27,29,30},
{2,4,6,9,11,13,15,17,19,20,22,24,27,29,31},
{2,4,7,9,11,13,15,17,19,21,22,25,27,29,31},
{2,4,7,9,11,12,15,16,19,21,22,25,27,28,30},
{2,4,6,9,11,13,15,16,19,21,23,25,27,28,31},
{3,4,7,9,11,12,14,17,19,21,23,25,27,29,31},
{3,4,6,9,10,12,15,16,19,21,23,25,27,29,30},
{2,5,7,9,11,13,14,16,19,20,23,25,27,29,30},
{2,5,7,9,11,13,15,17,19,21,23,24,27,29,31},
{1,5,6,9,11,13,15,17,19,21,23,25,27,28,31},
{2,4,6,9,11,13,15,17,19,21,22,24,27,29,31},
{1,4,7,9,10,13,15,17,19,21,22,24,26,29,31},
{3,4,7,9,11,13,15,16,19,20,23,25,27,29,31},
{3,4,7,9,11,13,15,16,19,21,23,25,27,29,30},
{2,4,7,9,11,13,15,16,19,21,23,25,27,28,31},
{3,5,7,9,11,13,15,16,19,21,23,25,27,29,30},
{3,4,6,9,11,13,15,17,19,21,23,25,27,29,31},
{3,5,7,9,11,13,15,16,19,21,23,25,27,29,30},
{3,5,7,9,11,13,15,16,19,21,23,25,27,29,31},
{2,5,7,9,11,13,14,16,19,21,23,25,26,28,30},
{2,5,7,9,11,13,15,17,19,21,23,25,26,29,31},
{3,5,7,9,10,13,15,16,19,21,23,25,27,29,30},
{2,5,7,9,11,13,15,17,19,21,23,24,26,29,30},
{2,4,7,9,11,13,15,17,18,21,23,25,27,29,30},
{2,4,7,9,11,13,15,17,19,21,23,24,27,28,31},
{2,4,6,9,11,13,15,17,19,21,22,25,27,29,31},
{1,4,6,9,11,12,14,17,19,21,23,25,27,29,31},
{2,4,7,9,11,13,14,17,18,20,23,25,27,28,30},
{3,5,7,9,11,13,15,16,19,21,23,25,27,29,31},
{2,5,7,9,10,13,15,16,19,21,23,25,27,29,30},
{2,5,7,9,11,12,14,17,19,21,23,25,27,29,31},
{2,5,6,9,11,13,15,17,19,20,22,25,27,29,31},
{2,5,7,9,11,13,14,16,19,21,23,25,27,29,30},
{2,5,7,9,11,13,15,16,19,21,23,25,27,29,30},
{3,5,7,9,11,13,14,17,19,21,23,25,27,29,31},
{3,5,7,9,11,13,15,17,19,21,23,24,27,29,31},
{3,5,7,9,11,13,15,17,19,21,23,25,27,28,30},
{3,5,7,9,11,12,15,17,19,21,23,25,27,28,31},
{2,5,6,9,11,12,15,17,19,20,22,24,26,28,31},
{1,4,7,9,11,13,14,16,19,21,23,25,27,29,31},
{2,5,7,9,10,13,15,17,19,21,22,24,26,28,30},
{2,4,6,9,11,12,15,17,19,21,23,25,27,28,31},
{2,4,6,8,11,13,15,17,18,21,23,25,27,28,31},
{2,4,7,9,10,13,15,16,19,21,23,25,27,29,30},
{2,5,6,9,11,13,15,17,19,21,23,25,27,29,31},
{1,5,6,9,11,13,15,17,18,21,23,24,26,28,31},
{2,4,7,9,11,13,15,17,19,21,22,25,27,29,31},
{2,4,6,8,10,12,14,16,19,21,23,25,27,28,30},
{3,4,7,9,11,13,15,17,19,21,22,25,27,29,31},
{2,5,7,9,10,13,15,16,19,21,23,25,27,29,30},
{2,4,7,9,11,13,15,17,19,21,22,25,27,29,31},
{2,5,7,9,11,12,14,17,19,21,23,25,27,29,31},
{3,4,7,9,11,13,15,16,19,21,23,25,27,29,30},
{2,4,7,9,11,12,15,17,19,21,23,25,27,29,31},
{2,5,6,9,11,12,15,16,19,21,23,24,27,28,31},
{2,5,6,9,11,13,15,17,19,21,23,25,26,29,31},
{3,5,7,9,11,13,14,17,19,21,23,25,27,29,31},
{3,4,6,9,10,13,15,17,19,21,23,25,27,29,31},
{2,4,6,9,11,13,15,17,19,21,23,25,27,29,31},
{2,5,7,9,11,12,15,17,19,21,23,25,27,29,30},
{2,4,7,9,11,13,15,17,19,21,23,24,27,28,31},
{3,4,7,9,11,13,15,17,19,21,23,24,27,29,31},
{2,5,7,9,11,13,14,17,19,21,23,25,27,29,31},
{2,4,7,9,11,13,15,17,19,21,22,24,27,28,30},
{2,4,7,9,11,13,15,17,19,21,23,25,26,29,31},
{2,4,7,9,10,12,15,17,19,21,23,25,27,29,31},
{2,4,6,9,10,12,15,16,19,21,23,25,27,28,30},
{2,5,6,9,11,13,15,16,19,21,23,25,27,29,31},
{2,4,7,9,11,12,15,16,19,20,23,25,27,29,31},
{2,4,7,9,11,13,15,17,19,21,22,25,27,29,31},
{2,4,6,8,11,13,15,17,19,21,23,25,27,28,31},
{3,5,6,9,11,13,15,17,19,21,23,25,27,29,31},
{2,4,7,9,10,13,15,16,19,21,23,25,27,28,30},
{3,4,7,9,11,13,15,17,19,21,22,25,27,29,31},
{2,5,7,9,11,13,14,17,19,21,23,25,27,29,30},
{2,5,7,9,11,13,15,16,18,21,23,25,27,28,31},
{2,5,7,9,11,12,15,17,18,21,23,25,27,28,31},
{3,4,7,9,10,13,14,16,19,21,23,25,27,29,30},
{2,4,7,9,10,13,15,17,19,21,23,24,27,29,31},
{3,4,6,9,10,13,15,17,19,21,23,25,27,28,30},
{2,5,6,9,11,13,15,17,19,21,23,25,27,29,30},
{2,4,7,9,11,13,15,16,19,21,23,24,27,29,31},
{3,4,7,9,11,13,14,16,19,21,23,25,27,29,31},
{2,5,7,9,11,12,15,17,19,21,23,25,27,29,31},
{2,4,6,9,10,13,14,17,19,21,23,25,27,29,30},
{3,5,7,9,10,13,15,16,19,21,23,25,27,29,30},
{2,5,7,9,11,13,14,17,19,21,23,25,27,29,31},
{2,4,7,9,11,12,15,17,19,21,23,24,27,28,30},
{2,5,7,9,11,13,14,17,19,21,23,25,27,29,31},
{2,5,6,9,11,12,15,17,19,21,23,25,27,29,31},
{1,5,6,9,10,13,15,17,19,20,23,25,27,29,31},
{3,4,7,9,11,13,15,17,19,21,22,25,27,29,31},
{3,5,7,9,10,13,15,17,19,21,23,25,27,29,31},
{2,5,6,9,11,13,15,17,19,21,23,25,27,29,31},
{2,5,7,9,11,13,15,17,19,21,22,24,27,29,31},
{2,4,7,9,11,12,15,16,19,21,23,25,27,29,31},
{1,4,7,9,11,13,14,17,19,21,23,24,27,29,31},
{1,5,7,9,11,13,15,17,19,21,23,25,27,29,31},
{2,5,6,9,11,13,15,17,19,21,22,25,27,29,31},
{2,5,6,9,10,13,15,17,19,21,23,25,27,29,31},
{3,5,7,9,10,13,14,16,19,21,23,25,27,29,30},
{3,5,7,9,11,12,14,17,18,21,23,25,27,29,30},
{2,4,6,9,11,13,15,17,19,21,23,25,27,29,31},
{2,5,7,9,11,13,15,17,18,21,23,25,27,28,31},
{2,5,7,9,11,12,14,17,19,21,23,25,27,29,31},
{3,5,7,9,11,13,15,16,19,21,23,25,27,29,31},
{1,4,7,9,11,12,15,17,19,21,23,25,27,29,31},
{3,5,7,9,11,13,15,17,19,21,22,24,26,29,31},
{1,5,6,9,11,13,14,17,19,21,22,24,26,29,30},
{3,4,7,9,11,13,15,17,19,21,22,25,27,29,31},
{2,4,7,9,11,13,15,16,19,21,23,25,27,29,31},
{3,4,6,9,11,13,15,17,19,21,23,25,27,28,31},
{2,5,7,9,11,12,15,17,19,21,23,25,27,29,30},
{3,4,7,9,11,13,14,17,19,21,23,25,27,29,31},
{3,5,6,9,11,13,15,17,19,21,23,25,27,29,30},
{1,5,6,9,10,12,15,17,19,21,23,25,27,28,31},
{2,5,7,9,11,12,14,17,19,21,23,25,27,29,31},
{2,5,6,9,11,12,15,16,19,21,22,24,26,28,30},
{3,5,7,9,11,12,14,17,19,21,23,25,27,29,31},
{2,4,7,9,11,13,15,17,19,21,23,25,27,28,31},
{2,4,7,9,11,13,15,17,19,21,23,25,27,28,31},
{3,5,7,9,11,13,15,17,19,21,23,24,26,29,31},
{2,4,6,9,10,13,15,17,19,21,23,25,27,29,31},
{1,5,6,9,11,13,15,17,19,21,23,25,26,29,31},
{3,4,7,9,11,13,15,16,19,21,23,25,27,29,31},
{2,4,6,9,10,13,15,17,18,21,23,25,27,28,31},
{2,4,7,9,10,13,15,17,19,21,23,24,27,29,31},
{2,5,7,9,11,13,14,17,19,21,23,25,27,29,31},
{2,5,6,9,11,13,15,17,19,21,23,24,26,29,31},
{2,4,7,9,10,13,15,17,19,21,22,24,26,28,31},
{3,4,7,9,11,13,15,16,19,21,23,25,27,29,31},
{2,5,6,9,11,12,15,17,19,21,23,24,26,28,30},
{2,5,7,9,11,12,14,17,19,21,23,24,27,28,31},
{3,5,7,9,11,13,15,16,19,21,23,25,27,29,30},
{2,4,6,9,11,12,15,17,19,21,23,24,27,28,31},
{2,4,6,9,11,13,15,17,19,21,23,25,27,29,31},
{3,4,7,9,10,12,15,17,19,21,23,25,27,29,31},
{2,4,6,9,11,13,15,17,19,21,23,25,27,29,31},
{3,5,7,9,11,13,14,16,19,21,23,25,27,29,31},
{1,5,6,8,11,13,14,17,19,21,23,25,27,29,31},
{3,5,7,9,10,13,15,17,19,21,23,25,27,29,31},
{2,4,7,9,11,12,14,16,19,21,23,25,27,29,30},
{3,5,7,9,11,13,15,16,19,21,23,25,27,29,30},
{3,5,6,9,11,13,15,17,19,21,23,25,27,29,30},
{2,5,7,9,11,13,15,16,19,21,23,25,27,29,30},
{3,5,7,9,11,13,15,17,19,21,23,25,27,28,30},
{3,4,6,9,11,13,15,16,19,21,23,25,27,28,30},
{2,4,7,9,11,13,14,16,19,21,23,25,27,29,30},
{3,4,7,9,11,13,15,17,19,21,23,25,27,29,30},
{3,5,6,9,10,13,15,17,19,21,23,25,27,29,31},
{2,4,7,9,10,13,14,17,19,21,23,25,27,29,30},
{3,4,7,9,10,13,15,16,19,21,23,25,27,28,30},
{3,5,7,9,11,13,14,16,19,21,23,25,27,29,30},
{2,4,7,9,11,13,15,17,19,21,23,24,27,28,31},
{2,4,7,9,10,12,15,17,19,21,23,25,27,28,30},
{3,5,7,9,11,13,15,16,19,21,23,25,27,29,30},
{2,4,7,9,11,13,15,17,18,20,23,24,26,28,31},
{2,5,6,9,11,13,15,17,19,21,23,24,26,29,31},
{2,5,7,9,11,13,14,17,19,21,23,25,27,29,30},
{2,5,7,9,11,13,14,17,19,21,23,25,27,29,30},
{2,4,7,9,11,12,15,16,19,21,23,25,27,28,30},
{3,4,7,9,11,13,15,17,18,21,23,25,27,29,31},
{2,4,7,9,11,13,14,16,19,21,23,25,27,29,30},
{3,4,6,9,11,13,14,16,19,21,23,25,27,28,31},
{2,4,6,9,11,13,15,16,19,21,23,25,27,29,31},
{2,5,7,9,11,12,14,17,19,21,23,25,27,29,31},
{2,4,7,9,11,12,14,16,19,21,23,24,27,29,30},
{2,4,7,9,11,13,15,17,19,21,23,24,27,29,31},
{2,5,7,9,11,13,14,17,19,20,22,24,26,29,31},
{2,4,7,9,10,13,15,17,19,21,22,24,27,28,31},
{3,4,7,9,11,12,14,16,19,21,23,25,27,29,30},
{2,4,7,9,11,13,15,16,19,21,23,25,27,29,31},
{2,4,7,9,11,13,14,16,19,21,23,25,27,29,31},
{2,4,6,9,10,13,15,17,18,21,23,25,27,28,31},
{3,5,7,9,11,13,15,16,19,21,23,25,27,29,30},
{2,4,7,9,11,13,15,17,18,21,23,25,27,29,31},
{2,5,7,9,11,12,14,17,19,21,23,25,27,29,31},
{1,4,7,9,11,13,15,16,19,21,23,24,27,28,31},
{2,5,6,9,11,13,15,17,19,21,23,25,27,29,31},
{2,4,6,9,10,12,15,17,19,21,23,25,27,28,31},
{2,5,7,9,11,13,15,17,19,21,23,25,27,29,30},
{2,4,6,9,11,13,15,17,19,20,23,25,27,29,31},
{2,4,6,9,11,13,15,17,19,21,23,25,27,29,31},
{3,5,6,9,10,12,15,16,19,21,23,25,27,28,30},
{1,4,7,9,11,13,15,17,19,21,23,24,27,29,31},
{2,5,6,9,10,12,14,16,19,21,23,25,27,28,30},
{2,4,7,9,11,12,15,16,18,21,23,25,27,28,30},
{2,4,6,9,11,13,15,17,19,21,23,25,27,29,31},
{3,5,7,9,11,13,15,16,19,21,23,25,27,29,30},
{2,4,7,9,10,13,15,17,19,20,23,25,26,29,31},
{3,5,7,9,11,13,15,16,19,21,23,25,27,29,30},
{1,4,7,9,11,13,15,17,19,21,23,24,27,29,31},
{3,5,7,9,10,13,15,16,19,21,23,25,27,28,30},
{2,5,7,9,10,13,15,17,19,21,23,25,27,29,31},
{2,4,6,9,11,13,15,17,19,21,23,25,27,29,31},
{1,4,6,8,10,13,15,16,18,21,23,25,26,28,30},
{1,4,6,9,11,13,15,17,19,21,23,25,27,29,31},
{2,4,6,9,11,13,15,17,19,21,23,25,27,29,30},
{3,4,7,9,10,13,15,16,19,21,23,25,27,29,30},
{2,4,6,9,11,13,15,17,19,21,23,25,27,28,31},
{3,4,7,9,11,13,15,17,19,21,23,25,27,29,30},
{2,5,6,9,11,13,15,17,19,21,23,25,27,29,31},
{3,4,7,9,11,12,14,17,19,21,23,25,27,28,30},
{3,5,6,9,11,12,15,16,19,21,23,25,27,29,31},
{2,4,6,9,11,13,14,17,18,21,23,25,27,28,30},
{1,4,7,9,11,13,14,16,19,20,23,25,27,29,30},
{2,5,7,9,10,12,14,16,19,20,23,25,27,28,30},
{2,5,7,9,11,12,15,17,19,21,23,25,27,29,31},
{3,5,6,9,11,12,15,17,19,21,23,25,27,29,31},
{1,5,6,9,11,13,15,17,19,21,23,24,27,29,30},
{2,5,7,9,10,12,14,17,19,21,23,25,27,29,30},
{3,5,7,9,11,13,15,16,19,21,23,25,27,29,30},
{2,5,6,9,10,13,15,17,19,21,23,25,27,28,31},
{2,5,7,9,11,13,15,17,19,21,23,25,26,29,31},
{2,5,7,9,10,12,14,17,19,21,23,24,27,29,31},
{1,5,6,9,10,12,15,17,19,21,23,25,27,28,31},
{2,5,7,9,11,12,14,17,19,21,23,25,27,29,31},
{2,5,7,9,11,13,15,17,19,21,23,25,26,29,31},
